0Go000,------,------,------,------
0Wa000,------,------,------,------
0Wa000,0Wa000,------,------,------
0Wa000,0Wa000,0Wa000,------,0LL310
0Wa000,0Wa000,0Wa000,0Wa000,1-I100
!n
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
------,------,------,------,0Wa000
!n
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
------,------,------,------,0Wa000
------,------,------,------,0Wa000
!n
------,------,------,------,------
------,------,------,------,------
------,------,------,------,0Wa000
------,------,------,------,0Wa000
------,------,------,------,0Wa000
!n
0Go000,------,------,------,0Go000
0Wa000,------,------,------,0Wa000
0Wa000,------,------,------,0Wa000
0Wa000,------,------,------,0Wa000
0Wa000,------,------,------,0Wa000
!n
