------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
------,------,------,------,1-I010
0Wa000,0Wa000,0Wa000,0Wa000,0Wa000
!n
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
0LL030,------,------,------,0LL000
0Wa000,------,------,------,0Wa000
!n
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
0Wa000,0Wa000,0Wa000,0Wa000,0Wa000
0Wa000,0Wa000,0Wa000,0Wa000,0Wa000
!n
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
!n
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
0-L020,0-I010,------,0-I010,0-L010
0Wa000,0Wa000,0Wa000,0Wa000,0Wa000
!n
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
!n
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
0Wa000,0Wa000,0Wa000,0Wa000,0Wa000
0Wa000,0Wa000,0Wa000,0Wa000,0Wa000
!n
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
------,------,0-X100,------,------
0Go000,------,0-X100,------,0Go000
!n
