-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
g0Go000,-------,-------,-------,g0Go000
g0Wa000,-------,-------,-------,g0Wa000
g0Wa000,-------,f1-I000,-------,g0Wa000
!n
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
!n
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,f0XX000,-------,-------
-------,-------,g0Wa000,-------,-------
-------,-------,g0Wa000,-------,-------
!n
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
!n
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
g0Go000,-------,-------,-------,g0Go000
g0Wa000,-------,-------,-------,g0Wa000
g0Wa000,-------,-------,-------,g0Wa000
!n
