------,------,------,------,------
------,------,------,------,------
1-I000,------,0Go000,------,------
!n
------,------,------,------,------
------,------,------,------,------
------,0-L010,------,------,------
!n
------,------,------,------,------
------,------,------,------,------
------,------,0-X010,------,------
!n
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
!n
------,------,------,------,------
------,------,------,------,------
------,------,0Go000,------,------
!n
