-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,f0-X100,-------,-------
-------,-------,f1-I100,-------,-------
!n
-------,-------,-------,-------,-------
-------,-------,g0Wa000,-------,-------
-------,-------,g0Wa000,-------,-------
-------,-------,g0Wa000,-------,-------
!n
-------,-------,g0Go000,-------,-------
-------,g0Wa000,g0Wa000,g0Wa000,-------
f0-X110,g0Wa000,g0Wa000,g0Wa000,f0-X110
g0Wa000,g0Wa000,g0Wa000,g0Wa000,g0Wa000
!n
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,g0Go000,-------,-------
-------,-------,g0Wa000,-------,-------
!n
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
!n
