------,------,------,------,------
0-L020,------,------,------,0-L010
0-L020,------,------,------,0-L010
0-L020,------,------,------,0-L010
0-L020,------,------,------,1-I010
!n
------,------,------,------,------
------,0Wa000,0Wa000,0Wa000,------
------,0Wa000,0Wa000,0Wa000,------
------,0Wa000,0Wa000,0Wa000,------
------,0Wa000,0Wa000,0Wa000,------
!n
------,------,------,------,------
------,0Wa000,0Go000,0Wa000,------
------,0Wa000,0Wa000,0Wa000,------
------,0Wa000,0Wa000,0Wa000,------
------,0Wa000,0Wa000,0Wa000,0Go000
!n
------,------,------,------,------
------,0Wa000,0Wa000,0Wa000,------
------,0Wa000,0Wa000,0Wa000,------
------,0Wa000,0Wa000,0Wa000,------
------,0Wa000,0Wa000,0Wa000,------
!n
------,------,------,------,------
0-L030,------,------,------,0-L000
0-L030,------,------,------,0-L000
0-L030,------,------,------,0-L000
0-L030,------,------,------,0-L000
!n
