------,------,------,------,------
------,------,------,------,------
0Wa000,------,------,------,------
0Wa000,0Wa000,0Go000,------,------
0Wa000,0Wa000,0Wa000,0Wa000,1-I000
!n
------,------,------,------,------
------,------,------,------,------
0Wa000,------,------,------,------
0Wa000,0Wa000,------,------,------
0Wa000,0Wa000,0Wa000,0Wa000,------
!n
------,------,------,------,------
------,------,------,------,------
0Wa000,0Go000,------,------,------
0Wa000,0Wa000,------,------,------
0Wa000,0Wa000,0Wa000,0Wa000,------
!n
------,------,------,------,------
------,------,------,------,------
0Wa000,------,------,------,------
0Wa000,0Wa000,------,------,------
0Wa000,0Wa000,0Wa000,0Wa000,------
!n
------,------,------,------,------
0Go000,------,------,------,------
0Wa000,------,------,------,------
0Wa000,0Wa000,------,------,0-T033
0Wa000,0Wa000,0Wa000,0Wa000,0-L003
!n
