0Go000,------,------,------,------
0Wa000,------,------,------,------
0Wa000,------,------,------,------
0Wa000,0-T011,------,------,------
0Wa000,0LL020,------,------,------
!n
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
!n
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
------,------,1XX000,------,------
------,------,0Wa000,------,------
!n
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
------,------,------,------,------
!n
------,------,------,------,0Go000
------,------,------,------,0Wa000
------,------,------,------,0Wa000
------,------,------,0-T021,0Wa000
------,------,------,0LL000,0Wa000
!n
