-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,-------,-------,f1-I010
!n
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
!n
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
g3Ho010,-------,-------,-------,g0Wa000
!n
-------,-------,g0Go000,-------,-------
g0Go000,-------,g0Wa000,-------,-------
g0Wa000,-------,g0Wa000,-------,g0Wa000
g0Wa000,-------,g0Wa000,-------,g0Wa000
!n
-------,-------,-------,-------,-------
-------,-------,f5-T020,-------,-------
-------,-------,g0Wa000,-------,-------
-------,-------,g0Wa000,-------,-------
!n
