g0Go000,-------,-------,-------,-------
g0Wa000,-------,-------,-------,-------
g0Wa000,-------,-------,-------,-------
!n
g0Wa000,-------,-------,-------,-------
g0Wa000,-------,-------,-------,g5Ho030
g0Wa000,-------,-------,-------,g0Wa000
!n
-------,-------,-------,-------,-------
-------,-------,-------,-------,-------
-------,-------,f1XX000,-------,-------
!n
g5Ho010,-------,-------,-------,g0Wa000
g0Wa000,-------,-------,-------,g0Wa000
g5Ho010,-------,-------,-------,g0Wa000
!n
-------,-------,-------,-------,g0Go000
-------,-------,-------,-------,g0Wa000
-------,-------,-------,-------,g0Wa000
!n
